Document_ID,Company_Name,Statement,Financial_Year,Quarter,Revenue,Expenses,Profit,Assets,Liabilities,Equity,Profit_Margin,Profit_Category,Year,Growth_Rate,Debt_to_Equity_Ratio,Return_on_Assets,Current_Ratio,Cash_Flow,Investment_Score,Risk_Level
DOC_0261,Zimmerman-Phillips,2018 Q1 results indicate a profit of 6014912.5 with 14.96% growth and classified as High risk under Medium margin.,2021-2022,Q1,35741330.19,29726417.69,6014912.5,49140295.4,33766647.29,15373648.11,16.83,Medium,2018,14.96,2.2,12.24,1.6,5433487.03,54.29,High
DOC_0262,Chapman-Butler,2024 Q2 results indicate a profit of 24275591.06 with -6.36% growth and classified as Low risk under High margin.,2021-2022,Q2,45629277.73,21353686.67,24275591.06,58305640.27,44940101.56,13365538.71,53.2,High,2024,-6.36,3.36,41.64,0.77,24488476.48,90.73,Low
DOC_0263,"Rios, Farrell and Shepherd","For Q4 2018, the firm achieved a 19.53% growth rate, with total revenue of 7035391.53, profit of -17497210.43, and categorized as High risk.",2019-2020,Q4,7035391.53,24532601.96,-17497210.43,61543390.09,28835456.64,32707933.45,-248.7,Low,2018,19.53,0.88,-28.43,1.59,-17479320.6,86.52,High
DOC_0264,"Marsh, Davis and Miller","In Q1 2023, the organization maintained a growth rate of 14.46%, achieving High profit levels and Low investment risk.",2018-2019,Q1,23330114.96,4926886.69,18403228.27,29176237.07,21865780.28,7310456.79,78.88,High,2023,14.46,2.99,63.08,2.34,16729993.17,75.71,Low
DOC_0265,Patterson PLC,"During Q3 2023, revenue totaled 23976198.01, while expenses were 16476365.84. The profit outcome was 7499832.17, marking a High performance category.",2024-2025,Q3,23976198.01,16476365.84,7499832.17,73959314.16,27657562.27,46301751.89,31.28,High,2023,6.38,0.6,10.14,2.74,7036395.35,80.51,Low
DOC_0266,Pham LLC,"The company's Q3 2019 financials reflect a Low margin and High risk, supported by -0.94% growth in profitability.",2019-2020,Q3,1940216.97,3675396.65,-1735179.68,98957787.42,8464322.94,90493464.48,-89.43,Low,2019,-0.94,0.09,-1.75,2.63,-1699378.59,47.79,High
DOC_0267,Cabrera-Jefferson,"During Q4 2023, revenue totaled 44107038.22, while expenses were 14433266.37. The profit outcome was 29673771.85, marking a High performance category.",2019-2020,Q4,44107038.22,14433266.37,29673771.85,72558547.84,33091875.75,39466672.09,67.28,High,2023,11.7,0.84,40.9,0.68,28600509.56,92.89,Low
DOC_0268,Sanchez-Jensen,"For Q3 2021, the firm achieved a 24.02% growth rate, with total revenue of 9086694.36, profit of -11201072.9, and categorized as High risk.",2019-2020,Q3,9086694.36,20287767.26,-11201072.9,13401026.11,31241975.9,-17840949.79,-123.27,Low,2021,24.02,-1.75,-83.58,2.01,-11914102.0,92.67,High
DOC_0269,Mora Ltd,"In Q2 2018, the organization maintained a growth rate of 10.4%, achieving High profit levels and High investment risk.",2019-2020,Q2,45688575.25,18765194.97,26923380.28,59065700.28,15466585.41,43599114.87,58.93,High,2018,10.4,0.35,45.58,1.33,26355911.07,46.85,High
DOC_0270,Mccullough-Coleman,The firm achieved a profit of -8365253.84 during Q1 2023 with total revenue reaching 2929016.16 and expenses of 11294270.0. The risk level was assessed as High.,2022-2023,Q1,2929016.16,11294270.0,-8365253.84,43566239.84,23451483.46,20114756.38,-285.6,Low,2023,6.26,1.17,-19.2,1.74,-7902531.73,60.04,High
DOC_0271,Pena Ltd,"The company's Q3 2019 financials reflect a High margin and High risk, supported by 6.53% growth in profitability.",2022-2023,Q3,12168606.65,5951587.79,6217018.86,67279221.92,41786020.99,25493200.93,51.09,High,2019,6.53,1.64,9.24,1.51,6694555.82,57.78,High
DOC_0272,"Walter, Watkins and Escobar","In Q1 2020, the company recorded a revenue of 17887846.52 and expenses of 26534864.23, resulting in a profit of -8647017.71. Overall performance was classified as Low.",2019-2020,Q1,17887846.52,26534864.23,-8647017.71,75714200.07,25021820.76,50692379.31,-48.34,Low,2020,3.57,0.49,-11.42,2.11,-9390011.46,91.07,High
DOC_0273,Nelson-Vaughan,"For Q4 2022, the firm achieved a 3.56% growth rate, with total revenue of 17104632.79, profit of 9544636.91, and categorized as Low risk.",2019-2020,Q4,17104632.79,7559995.88,9544636.91,78995619.34,46689802.85,32305816.49,55.8,High,2022,3.56,1.45,12.08,2.38,9316029.75,88.9,Low
DOC_0274,"Evans, Allen and Walsh","During Q3 2020, revenue totaled 6197588.08, while expenses were 29132365.45. The profit outcome was -22934777.37, marking a Low performance category.",2022-2023,Q3,6197588.08,29132365.45,-22934777.37,55991006.64,45122734.95,10868271.69,-370.06,Low,2020,0.83,4.15,-40.96,1.69,-24619337.25,84.42,High
DOC_0275,Schaefer-Walker,"In Q3 2018, the organization maintained a growth rate of -0.99%, achieving High profit levels and Low investment risk.",2023-2024,Q3,28684179.44,8406209.85,20277969.59,6081468.48,31412795.37,-25331326.89,70.69,High,2018,-0.99,-1.24,333.44,1.18,20656381.65,70.96,Low
DOC_0276,"Dunlap, Leblanc and Jordan","For Q2 2020, financial growth stood at -4.93%, with profit margins rated as High and overall investment risk categorized as Low.",2021-2022,Q2,48491559.26,15515210.8,32976348.46,55219341.06,4133555.41,51085785.65,68.0,High,2020,-4.93,0.08,59.72,2.03,31612548.32,79.07,Low
DOC_0277,Crawford-Mason,"The company's Q2 2023 financials reflect a High margin and High risk, supported by -5.89% growth in profitability.",2020-2021,Q2,35972516.48,19509397.25,16463119.23,31319028.04,7537534.8,23781493.24,45.77,High,2023,-5.89,0.32,52.57,2.54,16095131.72,56.15,High
DOC_0278,Bernard-Patterson,"Q4 2019 performance shows revenue at 45010737.39, expenses at 25176510.65, and profit reaching 19834226.74. The period closed with a High margin.",2020-2021,Q4,45010737.39,25176510.65,19834226.74,82548543.23,21595967.76,60952575.47,44.07,High,2019,22.28,0.35,24.03,2.28,20919906.15,60.66,Low
DOC_0279,"Underwood, Montgomery and Gillespie",The firm achieved a profit of -25894427.16 during Q2 2019 with total revenue reaching 1574729.51 and expenses of 27469156.67. The risk level was assessed as High.,2019-2020,Q2,1574729.51,27469156.67,-25894427.16,90690169.24,29403788.95,61286380.29,-1644.37,Low,2019,-8.41,0.48,-28.55,1.78,-25187221.79,75.05,High
DOC_0280,Rios-Winters,"For Q3 2023, financial growth stood at 1.14%, with profit margins rated as High and overall investment risk categorized as Low.",2021-2022,Q3,36466949.01,4170291.14,32296657.87,99291378.03,38218353.8,61073024.23,88.56,High,2023,1.14,0.63,32.53,2.69,34756834.97,60.12,Low
DOC_0281,"Paul, Griffin and Sanders","For Q4 2021, financial growth stood at 16.92%, with profit margins rated as Low and overall investment risk categorized as High.",2022-2023,Q4,4914055.16,16086153.39,-11172098.23,65700477.63,2034553.94,63665923.69,-227.35,Low,2021,16.92,0.03,-17.0,2.5,-11819515.77,57.18,High
DOC_0282,Garza and Sons,2022 Q2 results indicate a profit of 18708588.78 with 18.71% growth and classified as Low risk under High margin.,2023-2024,Q2,28114938.94,9406350.16,18708588.78,19498817.74,40047295.86,-20548478.12,66.54,High,2022,18.71,-1.95,95.95,1.22,19760027.08,68.34,Low
DOC_0283,Cochran Inc,"For Q4 2021, the firm achieved a 22.77% growth rate, with total revenue of 25285634.56, profit of 13114272.37, and categorized as Low risk.",2020-2021,Q4,25285634.56,12171362.19,13114272.37,42773335.9,49695725.14,-6922389.24,51.86,High,2021,22.77,-7.18,30.66,1.33,13801399.21,65.43,Low
DOC_0284,Williams and Sons,"During Q4 2018, revenue totaled 47359453.96, while expenses were 10285583.79. The profit outcome was 37073870.17, marking a High performance category.",2019-2020,Q4,47359453.96,10285583.79,37073870.17,36704877.4,1415646.55,35289230.85,78.28,High,2018,-0.43,0.04,101.01,2.65,36649125.48,56.57,High
DOC_0285,"Dickson, Fisher and Allen","In Q2 2024, the company recorded a revenue of 46324471.69 and expenses of 9669573.32, resulting in a profit of 36654898.37. Overall performance was classified as High.",2020-2021,Q2,46324471.69,9669573.32,36654898.37,35148350.25,10961193.37,24187156.88,79.13,High,2024,3.32,0.45,104.29,1.77,39859289.11,77.72,Low
DOC_0286,Miller-Friedman,"In Q2 2023, the organization maintained a growth rate of 9.77%, achieving High profit levels and Low investment risk.",2022-2023,Q2,41134462.05,28506709.51,12627752.54,80417261.41,34224035.8,46193225.61,30.7,High,2023,9.77,0.74,15.7,2.61,12054405.25,66.36,Low
DOC_0287,Jordan LLC,2021 Q4 results indicate a profit of -1110201.31 with 20.5% growth and classified as High risk under Low margin.,2019-2020,Q4,1881904.57,2992105.88,-1110201.31,71331142.55,10072715.19,61258427.36,-58.99,Low,2021,20.5,0.16,-1.56,2.41,-1132206.0,48.41,High
DOC_0288,Cannon-Jones,"In Q1 2018, the organization maintained a growth rate of 5.05%, achieving High profit levels and Low investment risk.",2023-2024,Q1,31026146.94,5444716.16,25581430.78,72521451.01,11498978.21,61022472.8,82.45,High,2018,5.05,0.19,35.27,2.63,25161216.11,72.54,Low
DOC_0289,Scott-Walton,"Revenue for Q1 2022 was 34603147.78 with corresponding expenses of 1031711.99, leading to a profit of 33571435.79. Risk profile: Low.",2021-2022,Q1,34603147.78,1031711.99,33571435.79,52864408.61,31335404.51,21529004.1,97.02,High,2022,7.93,1.46,63.5,1.46,31225560.51,65.21,Low
DOC_0290,White-Bryant,"In Q4 2018, the company recorded a revenue of 3024249.19 and expenses of 12925881.12, resulting in a profit of -9901631.93. Overall performance was classified as Low.",2019-2020,Q4,3024249.19,12925881.12,-9901631.93,43456739.23,26747772.62,16708966.61,-327.41,Low,2018,-8.92,1.6,-22.79,2.11,-9586297.82,54.36,High
DOC_0291,"Brown, Graham and Flores","During Q1 2021, revenue totaled 5134515.0, while expenses were 5111917.69. The profit outcome was 22597.31, marking a Low performance category.",2020-2021,Q1,5134515.0,5111917.69,22597.31,64350423.3,34379476.12,29970947.18,0.44,Low,2021,6.9,1.15,0.04,1.29,23304.29,52.99,High
DOC_0292,Valdez-Porter,"Q4 2022 performance shows revenue at 19957868.12, expenses at 14590846.1, and profit reaching 5367022.02. The period closed with a High margin.",2024-2025,Q4,19957868.12,14590846.1,5367022.02,86291627.28,33342615.23,52949012.05,26.89,High,2022,24.43,0.63,6.22,0.91,5856617.53,83.44,Low
DOC_0293,"Wilson, Lucas and Armstrong","For Q2 2021, financial growth stood at 15.84%, with profit margins rated as Low and overall investment risk categorized as High.",2020-2021,Q2,17731486.51,17159225.92,572260.59,21883412.04,23426825.74,-1543413.7,3.23,Low,2021,15.84,-15.18,2.62,2.07,545272.76,77.39,High
DOC_0294,Smith Ltd,"In Q2 2021, the company recorded a revenue of 8226677.95 and expenses of 14708016.35, resulting in a profit of -6481338.4. Overall performance was classified as Low.",2022-2023,Q2,8226677.95,14708016.35,-6481338.4,28131155.98,9964304.8,18166851.18,-78.78,Low,2021,-9.06,0.55,-23.04,2.07,-6751715.85,89.39,High
DOC_0295,Mcdonald PLC,"Q2 2021 performance shows revenue at 45682876.69, expenses at 5198834.49, and profit reaching 40484042.2. The period closed with a High margin.",2020-2021,Q2,45682876.69,5198834.49,40484042.2,41019551.98,3748429.41,37271122.57,88.62,High,2021,11.12,0.1,98.69,1.98,42545925.81,42.29,High
DOC_0296,Martin Group,"In Q4 2023, the organization maintained a growth rate of 7.52%, achieving High profit levels and High investment risk.",2021-2022,Q4,43623772.99,3898040.23,39725732.76,71766923.38,27909751.0,43857172.38,91.06,High,2023,7.52,0.64,55.35,2.46,42344122.18,40.2,High
DOC_0297,Gonzalez-Shields,2020 Q1 results indicate a profit of 2022007.54 with 12.89% growth and classified as Medium risk under Medium margin.,2023-2024,Q1,19455541.27,17433533.73,2022007.54,77184467.0,43069920.07,34114546.93,10.39,Medium,2020,12.89,1.26,2.62,2.14,2146515.54,72.44,Medium
DOC_0298,Hill LLC,2024 Q2 results indicate a profit of 33656002.67 with 22.32% growth and classified as High risk under High margin.,2022-2023,Q2,39545721.39,5889718.72,33656002.67,96000585.84,5121322.69,90879263.15,85.11,High,2024,22.32,0.06,35.06,2.23,35075690.65,43.15,High
DOC_0299,"Mathis, Wilkinson and Cardenas",The firm achieved a profit of 24929584.19 during Q1 2018 with total revenue reaching 45619435.78 and expenses of 20689851.59. The risk level was assessed as Low.,2023-2024,Q1,45619435.78,20689851.59,24929584.19,84727416.91,37108818.41,47618598.5,54.65,High,2018,-4.33,0.78,29.42,1.71,23405360.4,90.52,Low
DOC_0300,"Morales, Baker and Gordon",2021 Q2 results indicate a profit of 25444529.63 with 12.88% growth and classified as Low risk under High margin.,2018-2019,Q2,33058505.06,7613975.43,25444529.63,18675101.42,14369071.73,4306029.69,76.97,High,2021,12.88,3.34,136.25,0.51,26529432.06,92.04,Low
DOC_0301,Garcia-Edwards,2021 Q1 results indicate a profit of 7034713.12 with 12.73% growth and classified as Medium risk under Medium margin.,2019-2020,Q1,36043977.34,29009264.22,7034713.12,67917993.07,45573645.66,22344347.41,19.52,Medium,2021,12.73,2.04,10.36,1.71,7483095.42,71.61,Medium
DOC_0302,Hanson-Jones,"During Q4 2020, revenue totaled 32891406.85, while expenses were 12795461.17. The profit outcome was 20095945.68, marking a High performance category.",2024-2025,Q4,32891406.85,12795461.17,20095945.68,13102405.64,36671000.43,-23568594.79,61.1,High,2020,2.28,-1.56,153.38,1.36,21357214.0,79.52,Low
DOC_0303,Watkins LLC,The firm achieved a profit of 39398800.92 during Q2 2024 with total revenue reaching 44829563.29 and expenses of 5430762.37. The risk level was assessed as High.,2019-2020,Q2,44829563.29,5430762.37,39398800.92,41280754.62,39947266.42,1333488.2,87.89,High,2024,13.62,29.96,95.44,1.06,43301796.01,56.21,High
DOC_0304,"Berger, Middleton and Johns","Revenue for Q4 2022 was 39475529.92 with corresponding expenses of 15017145.28, leading to a profit of 24458384.64. Risk profile: Low.",2018-2019,Q4,39475529.92,15017145.28,24458384.64,69988272.39,25752851.0,44235421.39,61.96,High,2022,-6.8,0.58,34.95,2.04,24947550.68,77.74,Low
DOC_0305,"Brown, Fernandez and Williams",2024 Q4 results indicate a profit of -6512235.05 with -6.2% growth and classified as High risk under Low margin.,2024-2025,Q4,11582620.89,18094855.94,-6512235.05,50673134.14,27489009.52,23184124.62,-56.22,Low,2024,-6.2,1.19,-12.85,2.54,-7073819.92,88.91,High
DOC_0306,Pena Group,"In Q3 2023, the organization maintained a growth rate of 22.38%, achieving Low profit levels and High investment risk.",2020-2021,Q3,3258638.59,27626482.84,-24367844.25,67022663.89,14464363.9,52558299.99,-747.79,Low,2023,22.38,0.28,-36.36,2.77,-25277353.59,57.48,High
DOC_0307,"Hicks, Smith and Marshall",2018 Q2 results indicate a profit of 27105781.4 with 17.89% growth and classified as Low risk under High margin.,2022-2023,Q2,31479082.08,4373300.68,27105781.4,85416216.16,46241636.13,39174580.03,86.11,High,2018,17.89,1.18,31.73,2.73,28568402.38,74.38,Low
DOC_0308,Meyers and Sons,"In Q1 2020, the company recorded a revenue of 7941569.83 and expenses of 9504930.47, resulting in a profit of -1563360.64. Overall performance was classified as Low.",2019-2020,Q1,7941569.83,9504930.47,-1563360.64,58185312.68,7163037.36,51022275.32,-19.69,Low,2020,17.05,0.14,-2.69,2.77,-1518993.59,45.56,High
DOC_0309,Holden-Baxter,"For Q2 2023, the firm achieved a -1.69% growth rate, with total revenue of 49778724.44, profit of 29708004.93, and categorized as Low risk.",2022-2023,Q2,49778724.44,20070719.51,29708004.93,64015730.03,35074242.44,28941487.59,59.68,High,2023,-1.69,1.21,46.41,1.86,28459828.43,60.8,Low
DOC_0310,Johnson-Ellis,"Q4 2023 performance shows revenue at 17506325.25, expenses at 29948072.58, and profit reaching -12441747.33. The period closed with a Low margin.",2023-2024,Q4,17506325.25,29948072.58,-12441747.33,92407853.47,36115828.73,56292024.74,-71.07,Low,2023,14.15,0.64,-13.46,1.97,-13085114.84,77.78,High
DOC_0311,Trujillo-Nguyen,"Q1 2022 performance shows revenue at 11765843.87, expenses at 20771283.81, and profit reaching -9005439.94. The period closed with a Low margin.",2019-2020,Q1,11765843.87,20771283.81,-9005439.94,51105263.54,1699056.34,49406207.2,-76.54,Low,2022,2.77,0.03,-17.62,2.29,-9589942.87,84.4,High
DOC_0312,"Chavez, Chandler and Schwartz","In Q4 2021, the organization maintained a growth rate of 9.98%, achieving High profit levels and Low investment risk.",2023-2024,Q4,35352108.8,20437335.32,14914773.48,18109104.69,37760935.01,-19651830.32,42.19,High,2021,9.98,-1.92,82.36,0.6,16257249.0,93.23,Low
DOC_0313,Davis-Ellis,"In Q1 2018, the company recorded a revenue of 39886192.89 and expenses of 3391567.04, resulting in a profit of 36494625.85. Overall performance was classified as High.",2021-2022,Q1,39886192.89,3391567.04,36494625.85,56514542.78,18337519.3,38177023.48,91.5,High,2018,-1.79,0.48,64.58,0.97,39390309.34,49.04,High
DOC_0314,Pacheco-Anderson,"In Q1 2021, the organization maintained a growth rate of -7.32%, achieving Low profit levels and High investment risk.",2019-2020,Q1,12620327.02,19476840.35,-6856513.33,6703670.73,28657723.03,-21954052.3,-54.33,Low,2021,-7.32,-1.31,-102.28,0.65,-7373965.56,53.25,High
DOC_0315,Austin and Sons,"Revenue for Q3 2024 was 39359792.91 with corresponding expenses of 10826809.77, leading to a profit of 28532983.14. Risk profile: High.",2019-2020,Q3,39359792.91,10826809.77,28532983.14,76216036.24,33226783.15,42989253.09,72.49,High,2024,21.62,0.77,37.44,1.91,26085130.84,57.79,High
DOC_0316,Williams-Dyer,"For Q2 2019, financial growth stood at 1.21%, with profit margins rated as High and overall investment risk categorized as Low.",2024-2025,Q2,22671270.18,9949854.07,12721416.11,52756202.84,8499685.23,44256517.61,56.11,High,2019,1.21,0.19,24.11,0.9,13406469.61,66.22,Low
DOC_0317,Scott-Levy,"During Q3 2022, revenue totaled 19881232.47, while expenses were 20730378.31. The profit outcome was -849145.84, marking a Low performance category.",2021-2022,Q3,19881232.47,20730378.31,-849145.84,49236696.8,8920292.41,40316404.39,-4.27,Low,2022,-5.23,0.22,-1.72,2.27,-921792.73,76.3,High
DOC_0318,Clark-Carroll,"For Q1 2024, financial growth stood at 10.85%, with profit margins rated as High and overall investment risk categorized as High.",2018-2019,Q1,23619167.93,11331335.87,12287832.06,8596692.05,11511439.98,-2914747.93,52.02,High,2024,10.85,-3.95,142.94,2.04,13030448.45,47.55,High
DOC_0319,"Lee, Holloway and Johnson","Revenue for Q1 2021 was 6330943.63 with corresponding expenses of 19260756.42, leading to a profit of -12929812.79. Risk profile: High.",2019-2020,Q1,6330943.63,19260756.42,-12929812.79,63071161.93,32676805.84,30394356.09,-204.23,Low,2021,-6.69,1.08,-20.5,1.65,-13421954.85,71.88,High
DOC_0320,"Parker, Russell and Hall",2023 Q4 results indicate a profit of -17711611.67 with 10.59% growth and classified as High risk under Low margin.,2020-2021,Q4,5139876.55,22851488.22,-17711611.67,8757502.69,2122658.37,6634844.32,-344.59,Low,2023,10.59,0.32,-202.25,2.7,-18380254.91,70.23,High
DOC_0321,Ingram LLC,The firm achieved a profit of -7405592.55 during Q2 2022 with total revenue reaching 13377903.03 and expenses of 20783495.58. The risk level was assessed as High.,2021-2022,Q2,13377903.03,20783495.58,-7405592.55,79216421.86,7305715.53,71910706.33,-55.36,Low,2022,18.44,0.1,-9.35,0.74,-7613251.06,41.91,High
DOC_0322,Erickson Ltd,"Revenue for Q1 2023 was 11312484.95 with corresponding expenses of 26018944.13, leading to a profit of -14706459.18. Risk profile: High.",2018-2019,Q1,11312484.95,26018944.13,-14706459.18,58184407.49,31957271.67,26227135.82,-130.0,Low,2023,24.4,1.22,-25.28,1.53,-15577872.28,55.95,High
DOC_0323,"Hensley, Novak and Reeves","For Q4 2023, financial growth stood at 12.67%, with profit margins rated as High and overall investment risk categorized as Low.",2023-2024,Q4,13213274.62,2649352.06,10563922.56,82451857.81,745651.03,81706206.78,79.95,High,2023,12.67,0.01,12.81,2.48,11206495.22,85.34,Low
DOC_0324,"Parker, Ballard and Winters","For Q1 2021, the firm achieved a 4.81% growth rate, with total revenue of 12603129.57, profit of 11886737.25, and categorized as High risk.",2021-2022,Q1,12603129.57,716392.32,11886737.25,80493212.36,34377484.86,46115727.5,94.32,High,2021,4.81,0.75,14.77,2.75,10978701.85,57.96,High
DOC_0325,"Jones, Martin and Smith","Q2 2020 performance shows revenue at 29560765.99, expenses at 1578798.52, and profit reaching 27981967.47. The period closed with a High margin.",2022-2023,Q2,29560765.99,1578798.52,27981967.47,40591679.64,13618852.29,26972827.35,94.66,High,2020,-6.95,0.5,68.94,1.98,27688771.87,87.8,Low
DOC_0326,Barrett-Faulkner,2020 Q1 results indicate a profit of -4956022.35 with 11.46% growth and classified as High risk under Low margin.,2021-2022,Q1,4878543.45,9834565.8,-4956022.35,9574511.27,34028350.73,-24453839.46,-101.59,Low,2020,11.46,-1.39,-51.76,2.38,-5254533.84,77.84,High
DOC_0327,Cortez and Sons,"The company's Q3 2021 financials reflect a High margin and High risk, supported by 16.06% growth in profitability.",2018-2019,Q3,42629433.94,14881111.22,27748322.72,66907718.66,5017716.13,61890002.53,65.09,High,2021,16.06,0.08,41.47,1.49,24994753.96,51.29,High
DOC_0328,"Schmidt, Page and Bates","Revenue for Q4 2019 was 33256563.98 with corresponding expenses of 14294796.21, leading to a profit of 18961767.77. Risk profile: High.",2023-2024,Q4,33256563.98,14294796.21,18961767.77,21800670.35,2230773.38,19569896.97,57.02,High,2019,22.13,0.11,86.98,1.63,18752720.14,44.4,High
DOC_0329,Welch-Carter,The firm achieved a profit of 23768901.36 during Q4 2023 with total revenue reaching 42493004.21 and expenses of 18724102.85. The risk level was assessed as High.,2022-2023,Q4,42493004.21,18724102.85,23768901.36,55219518.4,9081046.97,46138471.43,55.94,High,2023,23.06,0.2,43.04,0.52,21685200.89,48.77,High
DOC_0330,"Daniels, Lewis and Palmer","In Q3 2021, the organization maintained a growth rate of 1.56%, achieving Low profit levels and High investment risk.",2018-2019,Q3,10898355.52,16163369.31,-5265013.79,39659147.84,7432537.98,32226609.86,-48.31,Low,2021,1.56,0.23,-13.28,2.4,-5224734.18,55.88,High
DOC_0331,Ashley-Huynh,2021 Q4 results indicate a profit of 29966408.03 with 17.58% growth and classified as High risk under High margin.,2022-2023,Q4,47269988.44,17303580.41,29966408.03,25680558.94,18475684.7,7204874.24,63.39,High,2021,17.58,2.56,116.69,2.62,30683665.09,52.82,High
DOC_0332,Rogers-Gray,"For Q2 2018, financial growth stood at 3.5%, with profit margins rated as High and overall investment risk categorized as High.",2020-2021,Q2,39577162.65,7416251.82,32160910.83,67432573.63,5343682.08,62088891.55,81.26,High,2018,3.5,0.09,47.69,2.74,34915658.07,45.67,High
DOC_0333,Bowman-Reed,"Revenue for Q2 2021 was 31494466.23 with corresponding expenses of 7201810.82, leading to a profit of 24292655.41. Risk profile: Low.",2023-2024,Q2,31494466.23,7201810.82,24292655.41,25899803.64,31961291.27,-6061487.63,77.13,High,2021,3.81,-5.27,93.79,0.96,23832837.28,69.92,Low
DOC_0334,Huffman-Miller,"In Q3 2018, the organization maintained a growth rate of 5.71%, achieving High profit levels and High investment risk.",2022-2023,Q3,32125531.52,4575524.3,27550007.22,47171246.38,34280443.78,12890802.6,85.76,High,2018,5.71,2.66,58.4,0.93,29102782.77,56.78,High
DOC_0335,Gill and Sons,"During Q1 2023, revenue totaled 48904140.11, while expenses were 11956546.76. The profit outcome was 36947593.35, marking a High performance category.",2019-2020,Q1,48904140.11,11956546.76,36947593.35,17924218.11,25399785.68,-7475567.57,75.55,High,2023,8.15,-3.4,206.13,2.45,38744045.75,77.9,Low
DOC_0336,Perez PLC,"For Q1 2022, the firm achieved a 4.96% growth rate, with total revenue of 36689543.2, profit of 15564758.97, and categorized as High risk.",2021-2022,Q1,36689543.2,21124784.23,15564758.97,58099681.79,6783699.34,51315982.45,42.42,High,2022,4.96,0.13,26.79,0.97,16359969.41,58.09,High
DOC_0337,Luna-Johnson,The firm achieved a profit of 30142009.62 during Q1 2020 with total revenue reaching 31877465.97 and expenses of 1735456.35. The risk level was assessed as High.,2018-2019,Q1,31877465.97,1735456.35,30142009.62,30388855.27,9985315.37,20403539.9,94.56,High,2020,18.27,0.49,99.19,2.01,31030106.61,51.32,High
DOC_0338,Johnson-Carter,"For Q4 2023, the firm achieved a -1.46% growth rate, with total revenue of 34259551.83, profit of 14549459.88, and categorized as High risk.",2022-2023,Q4,34259551.83,19710091.95,14549459.88,62706174.57,4969565.39,57736609.18,42.47,High,2023,-1.46,0.09,23.2,2.04,13924626.43,53.64,High
DOC_0339,Trujillo and Sons,"For Q1 2021, financial growth stood at 0.27%, with profit margins rated as High and overall investment risk categorized as Low.",2020-2021,Q1,38135812.58,952262.68,37183549.9,8604060.66,33772412.58,-25168351.92,97.5,High,2021,0.27,-1.34,432.16,1.17,37774833.57,79.77,Low
DOC_0340,"Collins, Hill and Mcclain","For Q2 2019, financial growth stood at 2.65%, with profit margins rated as Low and overall investment risk categorized as High.",2019-2020,Q2,7516351.24,29644889.09,-22128537.85,39298256.89,9384610.47,29913646.42,-294.41,Low,2019,2.65,0.31,-56.31,1.41,-20462047.28,71.25,High
DOC_0341,"Ward, Cole and Brown","For Q2 2021, financial growth stood at -0.66%, with profit margins rated as High and overall investment risk categorized as High.",2024-2025,Q2,19605528.85,14680668.32,4924860.53,54225694.56,1387148.2,52838546.36,25.12,High,2021,-0.66,0.03,9.08,1.61,4437987.92,44.95,High
DOC_0342,Taylor LLC,"In Q4 2024, the organization maintained a growth rate of 9.95%, achieving High profit levels and Low investment risk.",2022-2023,Q4,42000954.15,17750908.97,24250045.18,12341829.79,28145250.55,-15803420.76,57.74,High,2024,9.95,-1.78,196.49,1.67,24266269.57,87.63,Low
DOC_0343,Lloyd-Lewis,"The company's Q3 2018 financials reflect a Low margin and High risk, supported by -6.79% growth in profitability.",2018-2019,Q3,27290854.4,25529668.84,1761185.56,47538605.31,22924234.43,24614370.88,6.45,Low,2018,-6.79,0.93,3.7,1.51,1767164.17,87.92,High
DOC_0344,Johnson-Diaz,The firm achieved a profit of 296943.5 during Q2 2021 with total revenue reaching 18781754.73 and expenses of 18484811.23. The risk level was assessed as High.,2021-2022,Q2,18781754.73,18484811.23,296943.5,5174930.91,17466722.37,-12291791.46,1.58,Low,2021,17.98,-1.42,5.74,2.07,294472.28,49.59,High
DOC_0345,"Dunn, Valdez and Garza","Revenue for Q4 2019 was 24500291.71 with corresponding expenses of 26681429.9, leading to a profit of -2181138.19. Risk profile: High.",2019-2020,Q4,24500291.71,26681429.9,-2181138.19,7098251.49,6664769.79,433481.7,-8.9,Low,2019,18.42,15.37,-30.73,0.84,-1968471.6,62.01,High
DOC_0346,Cochran-Ballard,"Revenue for Q1 2018 was 23532049.87 with corresponding expenses of 1654342.33, leading to a profit of 21877707.54. Risk profile: Low.",2024-2025,Q1,23532049.87,1654342.33,21877707.54,47087632.87,4885227.24,42202405.63,92.97,High,2018,1.72,0.12,46.46,2.74,24002126.59,76.77,Low
DOC_0347,Wood PLC,"The company's Q4 2018 financials reflect a High margin and Low risk, supported by -1.8% growth in profitability.",2021-2022,Q4,31840284.11,20206601.02,11633683.09,7626118.67,28170337.97,-20544219.3,36.54,High,2018,-1.8,-1.37,152.55,2.55,11344146.59,70.87,Low
DOC_0348,"Russell, Cook and Martin","Revenue for Q2 2022 was 17384699.96 with corresponding expenses of 28756579.47, leading to a profit of -11371879.51. Risk profile: High.",2020-2021,Q2,17384699.96,28756579.47,-11371879.51,74101192.31,43219223.48,30881968.83,-65.41,Low,2022,3.42,1.4,-15.35,1.21,-11203542.0,67.58,High
